header,content,url 
Mixture of experts,"Mixture of experts refers to a machine learning technique where multiple experts (learners) are used to divide the problem space into homogeneous regions. An example from the computer vision domain is combining a neural network model for human detection with another for pose estimation. If the output is conditioned on multiple levels of probabilistic gating functions, the mixture is called a hierarchical mixture of experts.",https://en.wikipedia.org/wiki/Mixture_of_experts
Vapnik–Chervonenkis theory,"Vapnik–Chervonenkis theory (also known as VC theory) was developed during 1960–1990 by Vladimir Vapnik and Alexey Chervonenkis. The theory is a form of computational learning theory, which attempts to explain the learning process from a statistical point of view.",https://en.wikipedia.org/wiki/Vapnik%E2%80%93Chervonenkis_theory
Nearest-neighbor interpolation,"Nearest-neighbor interpolation (also known as proximal interpolation or, in some contexts, point sampling) is a simple method of multivariate interpolation in one or more dimensions.",https://en.wikipedia.org/wiki/Nearest-neighbor_interpolation
Radix sort,"In computer science, radix sort is a non-comparative sorting algorithm. It avoids comparison by creating and distributing elements into buckets according to their radix. For elements with more than one significant digit, this bucketing process is repeated for each digit, while preserving the ordering of the prior step, until all digits have been considered. For this reason, radix sort has also been called bucket sort and digital sort.",https://en.wikipedia.org/wiki/Radix_sort
Vector quantization,"Vector quantization (VQ) is a classical quantization technique from signal processing that allows the modeling of probability density functions by the distribution of prototype vectors. It was originally used for data compression.  It works by dividing a large set of points (vectors) into groups having approximately the same number of points closest to them. Each group is represented by its centroid point, as in k-means and some other clustering algorithms.",https://en.wikipedia.org/wiki/Vector_Quantization
Evolving classification function,"Evolving classification functions (ECF), evolving classifier functions or evolving classifiers are used for classifying and clustering in the field of machine learning and artificial intelligence, typically employed for data stream mining tasks in dynamic and changing environments.",https://en.wikipedia.org/wiki/Evolving_classification_function
Fractal compression,"Fractal compression is a lossy compression method for digital images, based on fractals. The method is best suited for textures and natural images, relying on the fact that parts of an image often resemble other parts of the same image.[citation needed] Fractal algorithms convert these parts into mathematical data called ""fractal codes"" which are used to recreate the encoded image.",https://en.wikipedia.org/wiki/Fractal_compression
Feature extraction,"In machine learning, pattern recognition and in image processing, feature extraction  starts from an initial set of  measured data and builds derived values (features) intended to be informative and non-redundant, facilitating the subsequent learning and generalization steps, and in some cases leading to better human interpretations. Feature extraction is related to dimensionality reduction.",https://en.wikipedia.org/wiki/Feature_extraction
Deep learning,"Deep learning  (also known as deep structured learning or differential programming) is part of a broader family of machine learning methods based on artificial neural networks with representation learning. Learning can be supervised, semi-supervised or unsupervised.",https://en.wikipedia.org/wiki/Stacked_Auto-Encoders
Ayanna Howard,"Ayanna MacCalla Howard (born January 24, 1972) is an American roboticist and the School Chair for Interactive Computing, Georgia Institute of Technology. She is also the Linda J. and Mark C. Smith Endowed Chair in Bioengineering in the School of Electrical and Computer Engineering, and the director of the Human-Automation Systems (HumAnS) Lab. Currently, she is the Chair of the School of Interactive Computing in the Georgia Tech College of Computing.",https://en.wikipedia.org/wiki/Ayanna_Howard
C4.5 algorithm,"C4.5 is an algorithm used to generate a decision tree developed by Ross Quinlan. C4.5 is an extension of Quinlan's earlier ID3 algorithm. The decision trees generated by C4.5 can be used for classification, and for this reason, C4.5 is often referred to as a statistical classifier. In 2011, authors of the Weka machine learning software described the C4.5 algorithm as ""a landmark decision tree program that is probably the machine learning workhorse most widely used in practice to date"".",https://en.wikipedia.org/wiki/C4.5_algorithm
